요양기관명,종별코드명,시도코드명,시군구코드명,주소,개설일자
JK서울안과의원,의원,경기,용인수지구,"경기도 용인시 수지구 광교중앙로 304, 301, 302호 (상현동, 미주프라자)",2016-07-06
JnS오치과의원,치과의원,서울,송파구,"서울특별시 송파구 위례성대로18길 31-20, (방이동, MIK타워 401호)",2013-08-27
KT광화문부속의원,의원,서울,종로구,"서울특별시 종로구 세종대로 178, KT 광화문 빌딩 West 3층 (세종로)",2021-10-01
L&B치과의원,치과의원,서울,강북구,"서울특별시 강북구 도봉로 325, 5층 (수유동, 수성타워)",2003-04-28
LBO산치과의원,치과의원,서울,중랑구,"서울특별시 중랑구 망우로 247, 로얄스포츠센터 2층 (중화동)",2008-05-08
LBO의원,의원,서울,중랑구,"서울특별시 중랑구 망우로 247, 2층 (중화동, 로얄스포츠센타)",2008-02-29
MBS한의원,한의원,서울,중구,"서울특별시 중구 수표로 45, 9층 (저동2가, 비즈센터)",2008-05-28
NYU아름다운치과교정과치과의원,치과의원,경기,용인수지구,"경기도 용인시 수지구 문정로7번길 20, 501호 (풍덕천동, 혜명빌딩)",2005-05-09
NYU이문치과의원,치과의원,서울,동대문구,"서울특별시 동대문구 이문로 125, 2층 (이문동)",1993-02-02
NY치과의원,치과의원,서울,관악구,"서울특별시 관악구 난곡로 226, 3층 (신림동)",2006-04-17
OK부부치과의원,치과의원,서울,은평구,"서울특별시 은평구 통일로 901, 3층 (갈현동)",2005-03-07
OK의원,의원,경기,용인처인구,"경기도 용인시 처인구 양지면 남평로 234, 4층",2009-11-10
OK치과의원,치과의원,서울,관악구,"서울특별시 관악구 난곡로 53, 406호 (신림동, 관악산휴먼시아상가)",2000-01-08
OLE(올래)성형외과의원,의원,서울,강남구,"서울특별시 강남구 압구정로30길 23, 6층 604호 (신사동)",2011-07-26
SC제일산부인과의원,의원,서울,광진구,"서울특별시 광진구 광나루로 506, (구의동)",2013-06-04
SJ美의원,의원,경기,용인수지구,"경기도 용인시 수지구 문정로 32, 5층 (풍덕천동)",2013-05-24
SKY(스카이)치과의원,치과의원,서울,강남구,"서울특별시 강남구 테헤란로26길 10, 성보빌딩 3층 (역삼동)",2006-04-14
SKY서울가정의학과의원,의원,서울,성북구,"서울특별시 성북구 성북로4길 52, 417동 2층 1211호 (돈암동)",2015-06-05
SK에코플랜트&SK에코엔지니어링부속치과의원,치과의원,서울,종로구,"서울특별시 종로구 율곡로2길 19, 2층 (수송동, 수송타워빌딩)",2007-03-26
SK우리들정형외과의원,의원,서울,강북구,"서울특별시 강북구 솔샘로 184, 210호 (미아동, SK북한산시티아파트상가 )",2005-04-16
SNU하안과의원,의원,서울,노원구,"서울특별시 노원구 화랑로 337, 4층 (월계동)",2002-01-19
SOK수지속편한내과의원,의원,경기,용인수지구,"경기도 용인시 수지구 손곡로 95, 308,309,310호 (동천동, 송란빌딩)",2013-02-08
S다인치과의원,치과의원,서울,강북구,"서울특별시 강북구 도봉로 320, (번동, 제이제이타워)",2008-09-09
S아이니의원,의원,서울,구로구,"서울특별시 구로구 도림로 90, 혜성빌딩 5층 (구로동)",2017-09-22
THE웃는치과의원,치과의원,경기,용인처인구,"경기도 용인시 처인구 명지로40번길 4, 303호 (역북동)",2017-09-28
The원치과의원,치과의원,서울,송파구,"서울특별시 송파구 마천로 74, 2층 (오금동, 남성빌딩)",2003-01-07
UC성심치과의원,치과의원,서울,중랑구,"서울특별시 중랑구 용마산로 503, 5층 (망우동)",2009-04-02
U-그린치과의원,치과의원,경기,용인수지구,"경기도 용인시 수지구 광교중앙로 298, 드림타워2 301호 (상현동)",2008-09-04
W(더블유)치과의원,치과의원,서울,노원구,"서울특별시 노원구 노해로 466, (상계동, NH농협증권)",2006-02-03
WE(더블유이)의원,의원,서울,영등포구,"서울특별시 영등포구 양평로 22, 당산타워 7층 (당산동6가)",2011-08-01
W서울화이트치과의원,치과의원,서울,노원구,"서울특별시 노원구 월계로45길 21, 205호 (월계동, 롯데캐슬루나상가)",2010-06-11
W치과의원,치과의원,서울,송파구,"서울특별시 송파구 중대로 146, 3층 (가락동)",2010-07-19
YK(와이케이)안과의원,의원,서울,강남구,"서울특별시 강남구 삼성로 651, 5층 502,503,504호 (삼성동, 래미안 라클래시)",2011-12-14
가나가와치과의원,치과의원,서울,강남구,"서울특별시 강남구 강남대로 246, 다림빌딩 6층 (도곡동)",2009-11-30
가나다한의원,한의원,서울,은평구,"서울특별시 은평구 연서로 265, 3층 (불광동)",2015-04-29
가나이비인후과의원,의원,서울,서초구,"서울특별시 서초구 서초중앙로 230, 4층 (반포동, 반포동화프라자)",2002-02-06
가나치과의원,치과의원,서울,서대문구,"서울특별시 서대문구 연희로 407, (홍은동)",1995-04-26
가넷성형외과의원,의원,서울,강남구,"서울특별시 강남구 압구정로30길 51, I.S.A 빌딩 5층 (신사동)",2022-12-27
가다정한의원,한의원,서울,광진구,"서울특별시 광진구 능동로 302, 3층 (능동)",2022-04-08
가든내과의원,의원,서울,마포구,"서울특별시 마포구 마포대로 52, (도화동, 고려아카데미텔Ⅱ)",1997-10-20
가든비뇨기과의원,의원,서울,마포구,"서울특별시 마포구 마포대로 52, 2층 207호 (도화동, 고려아카데미텔2)",1989-04-04
가든성심치과의원,치과의원,서울,송파구,"서울특별시 송파구 충민로 66, 가든파이브라이프 제지1층 제에프-비1069호 (문정동)",1997-04-15
가든안과의원,의원,서울,마포구,"서울특별시 마포구 마포대로 52, 2층 202호 (도화동, 고려아카데미텔2)",1988-05-11
가든이비인후과의원,의원,서울,마포구,"서울특별시 마포구 마포대로 52, 201호 (도화동, 고려아카데미텔Ⅱ)",1988-12-01
가든치과의원,치과의원,서울,마포구,"서울특별시 마포구 마포대로 52, 204호 (도화동, 고려아카데미텔)",1996-06-13
가든파이브서울치과의원,치과의원,서울,송파구,"서울특별시 송파구 충민로 52, 지하1층 1081호 (문정동)",2010-05-18
가디언즈치과의원,치과의원,서울,중구,"서울특별시 중구 명동8가길 27, 4층 (충무로2가)",2022-11-02
가디한의원,한의원,서울,서초구,"서울특별시 서초구 남부순환로315길 104, 성누가의원 2층 (서초동)",2021-05-12
가락경희한의원,한의원,서울,송파구,"서울특별시 송파구 양재대로 932, 가락동 농수산물도매시장 가락몰업무동 5층 16호 (가락동)",2016-02-11
가락마취통증의학과의원,의원,서울,송파구,"서울특별시 송파구 중대로 68, 4층 405호 (문정동, 훼미리 샤르망)",2017-03-22
가락미소치과의원,치과의원,서울,송파구,"서울특별시 송파구 가락로 176, 2층 (송파동, 경진빌딩)",1986-10-21
가락삼성치과의원,치과의원,서울,송파구,"서울특별시 송파구 양재대로 932, 가락시장 업무동 5층 17호 (가락동, 가락동 농수산물도매시장)",2009-11-25
가락서울치과의원,치과의원,서울,송파구,"서울특별시 송파구 중대로9길 35, 3층 (가락동)",2023-03-07
가락성모의원,의원,서울,송파구,"서울특별시 송파구 송파대로 284, 205호 (가락동, 소석빌딩)",1988-02-15
가락연세치과의원,치과의원,서울,송파구,"서울특별시 송파구 송파대로 278, 2층 (가락동)",2000-06-02
가락우리치과의원,치과의원,서울,송파구,"서울특별시 송파구 송파대로27길 28, 동원빌딩 (문정동)",2022-10-05
가락한솔의원,의원,서울,송파구,"서울특별시 송파구 양재대로 932, 관리업무동 5층 505호 (가락동, 가락동 농수산물도매시장)",2015-12-14
가락한의원,한의원,서울,송파구,"서울특별시 송파구 송파대로 286, 신흥빌딩 1층 일부2칸호 (가락동)",1988-11-10
가람내과의원,의원,서울,강동구,"서울특별시 강동구 아리수로50길 50, 4층 11호 (고덕동, 래미안힐스테이트고덕)",2007-09-27
가람정신건강의학과의원,의원,서울,관악구,"서울특별시 관악구 시흥대로 552, 석천빌딩 7층 (신림동)",2000-05-29
가람치과의원,치과의원,서울,광진구,"서울특별시 광진구 구의로 23, 3층 (구의동)",2002-04-23
가람한의원,한의원,서울,노원구,"서울특별시 노원구 섬밭로 156, 204호 (공릉동, 라이프2단지상가)",2008-03-17
가람한의원,한의원,서울,구로구,"서울특별시 구로구 가마산로 271, 202호 (구로동)",1999-11-18
가람한의원,한의원,서울,양천구,"서울특별시 양천구 목동남로4길 2, 2층 201호 (신정동, 세양청마루상가)",2008-09-29
가로세로한의원,한의원,서울,서초구,"서울특별시 서초구 서초중앙로24길 19, 6층 (서초동, 나라빌딩)",2001-04-19
가로세로한의원,한의원,서울,은평구,"서울특별시 은평구 갈현로 300, 2층 203호 (갈현동, (유)갈현상가)",2004-04-16
가미의원,의원,서울,송파구,"서울특별시 송파구 오금로 176, 지인빌딩 3층 (송파동)",2020-11-11
가바치과교정과치과의원,치과의원,서울,강북구,"서울특별시 강북구 도봉로 308, 북한산스카이빌딩 5층 503호 (번동)",2024-02-26
가브리엘치과의원,치과의원,서울,송파구,"서울특별시 송파구 양재대로 1158, 3층 (오금동, 에스아이팰리스 송파 올림픽공원)",1992-12-11
가뿐한의원,한의원,서울,강남구,"서울특별시 강남구 테헤란로 322, 한신인터밸리24 지하2층 B102, B103호 (역삼동)",2024-12-06
가산경희한의원,한의원,서울,금천구,"서울특별시 금천구 가산디지털2로 70, 대륭테크노타운19차 1층 110호 (가산동)",2022-08-09
가산곧바로의원,의원,서울,금천구,"서울특별시 금천구 가산디지털1로 171, 가산 에스케이 브이원 센터 208,218,219호 (가산동)",2018-08-24
가산디지털내과의원,의원,서울,금천구,"서울특별시 금천구 가산디지털1로 171, 가산 에스케이 브이원 센터 118호 (가산동)",2019-03-07
가산본튼튼의원,의원,서울,금천구,"서울특별시 금천구 벚꽃로 298, 대륭포스트타워6차 209,211,212호 (가산동)",2020-05-20
가산성모정신건강의학과의원,의원,서울,금천구,"서울특별시 금천구 가산디지털1로 186, 제이플라츠 516호 (가산동)",2021-06-28
가산시그니처정형외과의원,의원,서울,금천구,"서울특별시 금천구 가산디지털2로 144, 현대테라타워 가산DK 2층 211,212,213,214호 (가산동)",2024-09-10
가산안과의원,의원,서울,금천구,"서울특별시 금천구 가산디지털1로 168, 우림라이온스밸리 A동 1층 110호 (가산동)",2012-08-30
가산연세의원,의원,서울,금천구,"서울특별시 금천구 가산디지털1로 186, 제이플라츠 2층 (가산동)",2016-02-26
가산연합의원,의원,서울,금천구,"서울특별시 금천구 가산디지털1로 186, 제이플라츠 403호 (가산동)",2019-11-01
가산이안한의원,한의원,서울,금천구,"서울특별시 금천구 벚꽃로36길 30, 222,223,224호 (가산동)",2024-05-16
가산테라치과의원,치과의원,서울,금천구,"서울특별시 금천구 디지털로10길 78, 가산테라타워 231,232호 (가산동)",2023-08-17
가산퍼스트정형외과의원,의원,서울,금천구,"서울특별시 금천구 벚꽃로36길 30, 207~214호 (가산동)",2023-11-17
가산한의원,한의원,서울,금천구,"서울특별시 금천구 가산디지털1로 168, 우림라이온스밸리 A동 101호 (가산동)",2010-02-24
가슴편한내과의원,의원,서울,강남구,"서울특별시 강남구 봉은사로 327, 궁도빌딩 4층 (논현동)",2011-12-02
가암성형외과의원,의원,서울,강남구,"서울특별시 강남구 논현로171길 15, 카로시티1 2층 201,202,207호 (신사동)",2005-04-02
가암염원석성형외과의원,의원,서울,강남구,"서울특별시 강남구 논현로171길 15, 카로시티1 5층 (신사동)",2023-06-02
가야내과의원,의원,서울,서초구,"서울특별시 서초구 방배로 225, 성은빌딩 3,6층 (방배동)",2016-01-01
가야성모안과의원,의원,서울,서초구,"서울특별시 서초구 방배로 225, 5층 (방배동, 남전빌딩)",2015-12-30
가야성모의원,의원,서울,서초구,"서울특별시 서초구 동광로18길 55, 2층 (방배동)",2009-12-31
가야성모정형외과의원,의원,서울,서초구,"서울특별시 서초구 방배로 225, 성은빌딩 4층 (방배동)",2015-12-29
가야소아청소년과의원,의원,서울,서초구,"서울특별시 서초구 방배로 225, 2층 (방배동, 남전빌딩)",2016-02-19
가야치과병원,치과병원,서울,서초구,"서울특별시 서초구 방배로 177, 4~6층 (방배동)",2004-01-02
가야치과의원,치과의원,서울,송파구,"서울특별시 송파구 오금로35길 17, 207-1호 (오금동, 현대아파트상가)",1985-04-25
가양메트로정형외과의원,의원,서울,강서구,"서울특별시 강서구 양천로 476, 금부빌딩 4층 (등촌동)",2019-10-23
가양바른성모정형외과의원,의원,서울,강서구,"서울특별시 강서구 화곡로68길 3, 307, 501~504호 (등촌동)",2021-12-14
가양베스트한의원,한의원,서울,강서구,"서울특별시 강서구 양천로 492, 2층 202호 (등촌동, 길훈엔트런스빌)",2008-03-27
가양삼성정형외과의원,의원,서울,강서구,"서울특별시 강서구 양천로 490, 401, 501호 (등촌동)",2024-02-27
가양성모내과의원,의원,서울,강서구,"서울특별시 강서구 화곡로68길 3, 401호, 404~407호 (등촌동)",2022-03-07
가양한의원,한의원,서울,강서구,"서울특별시 강서구 양천로 461, 주영빌딩 2층 (가양동)",2023-01-18
